meal_1_idx,meal_2_idx,meal_3_idx,meal_4_idx,meal_5_idx,meal_6_idx,meal_7_idx,meal_8_idx,meal_9_idx,meal_10_idx,meal_11_idx,meal_12_idx,meal_13_idx,meal_14_idx,meal_15_idx,meal_16_idx,meal_17_idx,meal_18_idx,meal_19_idx,meal_20_idx,meal_21_idx,meal_22_idx,meal_23_idx,meal_24_idx,meal_25_idx,meal_26_idx,meal_27_idx,meal_28_idx,meal_29_idx,meal_30_idx,meal_31_idx,meal_32_idx,meal_33_idx,meal_34_idx,meal_35_idx,meal_36_idx,meal_37_idx,meal_38_idx,meal_39_idx,meal_40_idx,meal_41_idx,meal_42_idx,meal_43_idx,meal_44_idx,meal_45_idx,meal_46_idx,meal_47_idx,meal_48_idx,meal_49_idx,meal_50_idx,meal_51_idx,meal_52_idx,meal_53_idx,meal_54_idx,meal_55_idx,meal_56_idx,meal_57_idx,meal_58_idx,meal_59_idx,meal_60_idx,meal_61_idx,meal_62_idx
ayamgeprek,soto,seblak,soto,nasipadang,sate,mieayam,gorengan,seblak,sate,bubur,gorengan,soto,soto,bakso,nasipadang,mieayam,bakso,bakso,nasigoreng,nasi telur,cireng,roti,capcay,nasigoreng,sate,soto,nasigoreng,soto,seblak,salad,nasi_uduk,buah,mieayam,buah,nasi_uduk,seblak,nasigoreng,mieayam,sate,capcay,ayamgeprek,sate,nasi telur,mieayam,nasipadang,nasi_uduk,cireng,salad,gorengan,mieayam,nasipadang,seblak,nasipadang,mieayam,ayamgeprek,cireng,warteg,bakso,bakso,mi instan ,soto
mieayam,warteg,nasipadang,capcay,buah,warteg,mi instan ,nasipadang,bubur,bakso,mi instan ,nasi telur,soto,cireng,seblak,cireng,nasi telur,roti,mi instan ,warteg,sate,roti,bubur,warteg,ayamgeprek,buah,nasi telur,soto,nasigoreng,salad,nasigoreng,bubur,gorengan,nasi_uduk,buah,bakso,mieayam,capcay,mi instan ,capcay,bubur,bubur,buah,soto,bubur,nasi telur,soto,soto,nasi_uduk,gorengan,bubur,mi instan ,capcay,ayamgeprek,mi instan ,mieayam,mi instan ,buah,seblak,sate,nasipadang,soto
seblak,ayamgeprek,salad,nasi_uduk,warteg,bubur,seblak,nasi telur,bakso,ayamgeprek,nasi telur,warteg,ayamgeprek,nasi_uduk,seblak,warteg,buah,gorengan,buah,mieayam,nasigoreng,bubur,gorengan,cireng,sate,nasi_uduk,roti,ayamgeprek,nasipadang,roti,seblak,gorengan,ayamgeprek,soto,gorengan,gorengan,cireng,sate,soto,nasi_uduk,nasi_uduk,mieayam,nasi telur,roti,bubur,warteg,soto,nasi telur,nasi telur,warteg,nasigoreng,mi instan ,ayamgeprek,gorengan,nasigoreng,cireng,capcay,bubur,nasigoreng,soto,salad,capcay
nasipadang,warteg,ayamgeprek,sate,capcay,seblak,soto,capcay,soto,warteg,nasi_uduk,bakso,salad,soto,bubur,bubur,bubur,nasi_uduk,cireng,seblak,ayamgeprek,seblak,roti,mi instan ,buah,soto,bakso,sate,nasipadang,cireng,cireng,capcay,ayamgeprek,ayamgeprek,mieayam,buah,nasipadang,mi instan ,bubur,mieayam,bakso,bakso,mieayam,gorengan,cireng,bakso,nasipadang,mieayam,cireng,roti,nasigoreng,warteg,seblak,nasi_uduk,bubur,nasi_uduk,buah,buah,nasi telur,nasigoreng,warteg,nasigoreng
roti,mieayam,gorengan,salad,salad,nasigoreng,sate,nasipadang,cireng,capcay,bubur,warteg,roti,salad,buah,nasi_uduk,nasi_uduk,bubur,bubur,seblak,nasi_uduk,gorengan,nasigoreng,mieayam,roti,bubur,mieayam,salad,salad,cireng,soto,warteg,nasi_uduk,capcay,mieayam,roti,salad,warteg,cireng,soto,roti,seblak,cireng,ayamgeprek,seblak,capcay,nasi_uduk,capcay,sate,sate,seblak,bakso,capcay,nasi_uduk,soto,buah,warteg,cireng,capcay,mieayam,seblak,nasipadang
sate,buah,bakso,ayamgeprek,nasi_uduk,sate,warteg,mi instan ,buah,buah,bubur,warteg,capcay,sate,soto,nasipadang,nasi telur,gorengan,mi instan ,salad,capcay,nasipadang,soto,buah,buah,nasi telur,nasi_uduk,nasi telur,nasi_uduk,salad,capcay,sate,nasi telur,nasigoreng,nasi telur,nasi telur,mieayam,bakso,capcay,roti,nasipadang,buah,mieayam,seblak,cireng,cireng,warteg,soto,ayamgeprek,roti,cireng,warteg,ayamgeprek,seblak,nasi telur,nasipadang,nasipadang,mi instan ,warteg,buah,warteg,cireng
ayamgeprek,roti,capcay,bubur,buah,soto,capcay,seblak,bakso,gorengan,bakso,nasigoreng,ayamgeprek,nasigoreng,nasi_uduk,nasi telur,salad,nasipadang,nasigoreng,capcay,gorengan,mi instan ,mieayam,buah,nasipadang,ayamgeprek,nasigoreng,nasi_uduk,soto,bubur,capcay,nasi telur,cireng,nasigoreng,buah,mi instan ,cireng,warteg,soto,nasigoreng,bubur,ayamgeprek,mieayam,gorengan,seblak,bubur,mi instan ,bubur,buah,seblak,seblak,gorengan,capcay,roti,warteg,capcay,nasi_uduk,nasipadang,gorengan,bakso,gorengan,cireng
bakso,nasi telur,bubur,soto,buah,gorengan,warteg,ayamgeprek,buah,roti,capcay,bakso,nasi_uduk,cireng,capcay,seblak,nasipadang,mieayam,mi instan ,nasigoreng,gorengan,nasipadang,cireng,bubur,soto,roti,nasipadang,sate,nasigoreng,mi instan ,bubur,nasigoreng,ayamgeprek,buah,nasi telur,mieayam,bakso,nasipadang,mi instan ,roti,roti,capcay,nasigoreng,bubur,nasipadang,bakso,mieayam,buah,nasi_uduk,mi instan ,gorengan,seblak,bakso,salad,mieayam,bakso,mi instan ,nasi telur,warteg,sate,nasipadang,nasipadang
nasigoreng,ayamgeprek,roti,sate,soto,soto,nasipadang,salad,capcay,sate,gorengan,nasipadang,cireng,sate,buah,nasigoreng,mieayam,mieayam,warteg,capcay,bakso,sate,sate,nasi telur,nasi_uduk,buah,roti,seblak,nasi_uduk,nasigoreng,sate,buah,salad,capcay,sate,salad,mi instan ,nasi_uduk,ayamgeprek,bakso,warteg,nasigoreng,buah,cireng,mieayam,ayamgeprek,ayamgeprek,seblak,capcay,capcay,bakso,nasi_uduk,warteg,soto,buah,soto,mieayam,nasipadang,bakso,nasipadang,bubur,salad
mi instan ,soto,mi instan ,nasigoreng,ayamgeprek,gorengan,mieayam,warteg,bubur,nasi_uduk,nasi telur,sate,capcay,nasi telur,ayamgeprek,nasi_uduk,gorengan,nasi telur,nasipadang,roti,roti,seblak,cireng,seblak,bakso,capcay,sate,mi instan ,ayamgeprek,nasi telur,sate,nasipadang,bubur,roti,roti,bubur,warteg,soto,bakso,bakso,buah,nasipadang,nasipadang,nasigoreng,capcay,soto,nasigoreng,mi instan ,soto,buah,warteg,bubur,seblak,nasigoreng,cireng,cireng,soto,ayamgeprek,buah,mieayam,nasigoreng,seblak
mieayam,roti,nasi_uduk,nasipadang,warteg,nasi telur,mieayam,ayamgeprek,sate,nasi telur,soto,mieayam,soto,gorengan,soto,buah,salad,bubur,buah,mieayam,nasi telur,salad,gorengan,capcay,bubur,nasi_uduk,salad,nasi_uduk,capcay,gorengan,buah,gorengan,roti,salad,buah,roti,salad,nasi telur,ayamgeprek,warteg,bubur,sate,ayamgeprek,nasigoreng,nasi_uduk,gorengan,bubur,warteg,salad,cireng,seblak,nasi_uduk,nasi telur,nasi telur,roti,roti,nasi telur,nasi telur,salad,warteg,nasigoreng,nasipadang
cireng,capcay,nasi telur,nasi telur,salad,nasi telur,cireng,warteg,nasigoreng,bubur,seblak,mieayam,gorengan,buah,buah,capcay,bakso,mieayam,nasipadang,bakso,nasi_uduk,nasi telur,ayamgeprek,cireng,sate,nasi_uduk,ayamgeprek,capcay,bubur,nasi_uduk,warteg,cireng,ayamgeprek,nasigoreng,ayamgeprek,ayamgeprek,bakso,gorengan,buah,buah,capcay,nasi_uduk,buah,bubur,seblak,roti,buah,nasigoreng,mieayam,warteg,sate,nasigoreng,sate,seblak,nasi telur,nasi telur,nasigoreng,nasipadang,ayamgeprek,warteg,gorengan,bubur
warteg,salad,nasigoreng,roti,nasi telur,salad,sate,bakso,salad,cireng,nasipadang,buah,nasigoreng,nasi_uduk,ayamgeprek,salad,mieayam,mieayam,sate,seblak,soto,bubur,bakso,warteg,mi instan ,bakso,capcay,nasi telur,mi instan ,cireng,soto,nasigoreng,capcay,seblak,capcay,soto,nasipadang,ayamgeprek,buah,bubur,warteg,buah,nasipadang,nasipadang,warteg,capcay,cireng,roti,nasipadang,ayamgeprek,capcay,gorengan,seblak,ayamgeprek,salad,buah,bakso,mieayam,nasi_uduk,seblak,ayamgeprek,mieayam
cireng,warteg,nasigoreng,mi instan ,capcay,roti,ayamgeprek,mieayam,capcay,soto,warteg,soto,salad,nasigoreng,soto,buah,soto,bakso,roti,seblak,seblak,mieayam,sate,seblak,nasipadang,mieayam,warteg,cireng,mieayam,mieayam,gorengan,capcay,soto,soto,mieayam,gorengan,roti,salad,seblak,mi instan ,seblak,bakso,bakso,warteg,cireng,nasigoreng,bakso,roti,mieayam,cireng,mieayam,buah,sate,warteg,buah,salad,gorengan,nasi_uduk,seblak,soto,roti,nasigoreng
capcay,ayamgeprek,bubur,nasi_uduk,warteg,salad,sate,seblak,bakso,seblak,soto,seblak,bakso,mieayam,nasigoreng,sate,gorengan,warteg,nasi_uduk,gorengan,bubur,nasi_uduk,ayamgeprek,seblak,bubur,seblak,nasi telur,ayamgeprek,capcay,nasigoreng,capcay,roti,soto,soto,ayamgeprek,nasigoreng,roti,warteg,nasipadang,nasi_uduk,bubur,buah,gorengan,nasipadang,sate,ayamgeprek,ayamgeprek,seblak,sate,nasigoreng,salad,bakso,cireng,roti,buah,warteg,soto,bakso,sate,seblak,mieayam,ayamgeprek
buah,seblak,nasipadang,gorengan,nasigoreng,soto,gorengan,nasigoreng,salad,mi instan ,buah,nasi_uduk,bubur,nasi_uduk,mi instan ,nasigoreng,nasipadang,buah,cireng,bubur,ayamgeprek,ayamgeprek,nasi telur,sate,salad,mieayam,mi instan ,cireng,capcay,nasipadang,nasigoreng,buah,cireng,bakso,buah,ayamgeprek,cireng,roti,seblak,nasi_uduk,roti,nasigoreng,cireng,soto,ayamgeprek,nasi_uduk,nasigoreng,buah,mieayam,capcay,mieayam,bakso,cireng,cireng,nasigoreng,nasi_uduk,sate,nasigoreng,seblak,cireng,nasi telur,capcay
soto,gorengan,gorengan,gorengan,bubur,nasi_uduk,capcay,nasi_uduk,nasipadang,nasi telur,cireng,capcay,buah,nasi_uduk,sate,nasipadang,ayamgeprek,nasi telur,seblak,nasi telur,roti,seblak,warteg,mi instan ,mieayam,nasigoreng,nasi_uduk,nasipadang,ayamgeprek,capcay,mi instan ,nasi_uduk,nasigoreng,nasipadang,warteg,warteg,roti,nasi telur,gorengan,salad,capcay,warteg,gorengan,soto,capcay,nasi telur,capcay,sate,nasi telur,nasipadang,salad,capcay,gorengan,nasipadang,soto,nasigoreng,mi instan ,nasigoreng,buah,nasi telur,nasi telur,nasigoreng
gorengan,capcay,sate,cireng,cireng,nasi telur,mi instan ,sate,mi instan ,sate,cireng,nasi_uduk,nasi telur,bakso,gorengan,soto,capcay,ayamgeprek,bakso,nasi_uduk,nasi telur,gorengan,buah,gorengan,bubur,nasi_uduk,seblak,sate,capcay,soto,bubur,bakso,bakso,soto,sate,nasipadang,gorengan,soto,gorengan,roti,bakso,cireng,sate,mi instan ,bakso,buah,sate,mieayam,cireng,nasi_uduk,soto,bakso,gorengan,capcay,bakso,salad,warteg,bakso,mi instan ,bubur,nasi_uduk,gorengan
cireng,mi instan ,soto,ayamgeprek,mieayam,mi instan ,salad,soto,soto,mieayam,nasi telur,nasipadang,mieayam,nasi telur,capcay,capcay,warteg,buah,bubur,cireng,cireng,mieayam,buah,salad,warteg,nasigoreng,nasigoreng,nasi_uduk,capcay,cireng,seblak,roti,seblak,roti,nasi_uduk,seblak,warteg,seblak,warteg,capcay,nasi_uduk,roti,sate,nasigoreng,salad,nasigoreng,capcay,mieayam,mieayam,soto,seblak,buah,soto,cireng,ayamgeprek,mieayam,gorengan,nasipadang,warteg,mi instan ,nasigoreng,nasigoreng
buah,sate,buah,buah,nasigoreng,roti,seblak,nasi telur,sate,bakso,gorengan,nasigoreng,gorengan,soto,buah,bakso,warteg,capcay,ayamgeprek,nasigoreng,bubur,mi instan ,nasi_uduk,roti,nasi telur,nasigoreng,warteg,nasi_uduk,mi instan ,salad,nasi telur,capcay,capcay,mi instan ,cireng,mi instan ,mieayam,nasigoreng,mieayam,mi instan ,gorengan,nasigoreng,nasi_uduk,roti,bakso,warteg,nasipadang,ayamgeprek,salad,mi instan ,mieayam,cireng,warteg,nasi telur,warteg,gorengan,gorengan,warteg,bubur,warteg,nasigoreng,mi instan 
nasi_uduk,capcay,mieayam,salad,sate,gorengan,sate,gorengan,cireng,soto,nasi_uduk,bakso,seblak,nasi_uduk,buah,mieayam,cireng,bakso,nasi_uduk,roti,buah,bubur,salad,nasigoreng,sate,nasipadang,capcay,cireng,roti,ayamgeprek,ayamgeprek,mieayam,gorengan,cireng,cireng,buah,bakso,gorengan,sate,mieayam,soto,bubur,bubur,salad,capcay,sate,nasi telur,salad,seblak,nasigoreng,nasi_uduk,nasipadang,ayamgeprek,nasipadang,bakso,cireng,bakso,sate,nasi telur,ayamgeprek,cireng,roti
sate,roti,nasi_uduk,nasigoreng,roti,soto,buah,nasi_uduk,nasigoreng,nasigoreng,capcay,bakso,gorengan,capcay,nasigoreng,bakso,warteg,cireng,warteg,salad,seblak,buah,bubur,sate,cireng,bakso,salad,warteg,salad,salad,gorengan,seblak,salad,bakso,ayamgeprek,sate,nasi telur,nasipadang,nasipadang,bakso,nasi telur,ayamgeprek,mi instan ,seblak,roti,cireng,cireng,seblak,capcay,warteg,capcay,seblak,mi instan ,sate,ayamgeprek,cireng,cireng,buah,cireng,soto,salad,salad
seblak,bakso,warteg,capcay,warteg,ayamgeprek,nasigoreng,buah,bakso,bakso,buah,mieayam,nasi_uduk,cireng,nasi telur,ayamgeprek,gorengan,nasi_uduk,capcay,bubur,nasi_uduk,capcay,soto,mieayam,mieayam,bakso,soto,nasi telur,capcay,soto,roti,bubur,mieayam,buah,nasi_uduk,bakso,sate,salad,roti,salad,ayamgeprek,sate,bubur,salad,bakso,mieayam,warteg,mi instan ,nasi telur,warteg,soto,sate,bakso,roti,salad,seblak,nasipadang,nasi_uduk,nasi_uduk,cireng,nasi_uduk,nasi_uduk
nasipadang,mi instan ,soto,gorengan,sate,soto,soto,nasipadang,cireng,nasigoreng,salad,bubur,salad,ayamgeprek,soto,mi instan ,capcay,nasi telur,bakso,cireng,gorengan,nasi_uduk,ayamgeprek,sate,soto,mi instan ,nasi_uduk,roti,nasi telur,warteg,gorengan,seblak,nasi telur,gorengan,capcay,seblak,mi instan ,gorengan,ayamgeprek,nasi telur,mi instan ,nasi_uduk,capcay,capcay,sate,warteg,seblak,cireng,mieayam,warteg,nasipadang,nasi telur,nasigoreng,nasigoreng,bakso,ayamgeprek,nasi telur,buah,sate,bubur,nasi telur,gorengan
nasipadang,soto,nasipadang,nasi_uduk,bubur,bubur,buah,roti,bubur,nasipadang,capcay,cireng,mieayam,nasigoreng,buah,nasipadang,mi instan ,mieayam,seblak,bubur,bubur,bubur,seblak,soto,bakso,ayamgeprek,salad,capcay,mieayam,sate,sate,roti,mi instan ,salad,nasigoreng,soto,ayamgeprek,nasi_uduk,seblak,gorengan,gorengan,roti,capcay,capcay,buah,gorengan,mieayam,mi instan ,salad,bubur,buah,nasi telur,capcay,salad,nasipadang,buah,cireng,mieayam,mieayam,capcay,buah,cireng
soto,gorengan,soto,roti,bubur,nasi_uduk,seblak,nasi telur,warteg,mi instan ,nasigoreng,nasi_uduk,roti,nasi_uduk,nasi telur,nasigoreng,soto,cireng,roti,nasi telur,nasigoreng,warteg,salad,mi instan ,nasigoreng,bakso,ayamgeprek,mi instan ,nasi_uduk,nasipadang,bubur,mi instan ,bakso,nasi telur,nasigoreng,mieayam,nasi telur,mi instan ,soto,bakso,capcay,nasi_uduk,nasi_uduk,cireng,seblak,ayamgeprek,gorengan,capcay,ayamgeprek,nasi telur,nasipadang,gorengan,mieayam,bakso,roti,nasi telur,ayamgeprek,mi instan ,buah,seblak,buah,warteg
nasipadang,roti,ayamgeprek,buah,mieayam,cireng,mieayam,nasigoreng,warteg,gorengan,nasi telur,ayamgeprek,ayamgeprek,nasi telur,nasi telur,ayamgeprek,buah,capcay,seblak,mieayam,warteg,bubur,bubur,bubur,bubur,capcay,gorengan,bubur,capcay,mieayam,soto,salad,sate,buah,nasigoreng,nasi_uduk,nasi telur,soto,mi instan ,sate,nasipadang,nasi_uduk,capcay,nasigoreng,gorengan,buah,mieayam,salad,mieayam,nasi telur,ayamgeprek,mi instan ,bakso,cireng,nasi telur,bakso,nasigoreng,seblak,bakso,nasigoreng,nasi_uduk,nasipadang
bubur,mi instan ,roti,cireng,bubur,seblak,gorengan,mieayam,nasi_uduk,mi instan ,salad,seblak,nasipadang,nasipadang,salad,roti,salad,capcay,cireng,nasipadang,bakso,soto,nasi telur,ayamgeprek,nasigoreng,bakso,mieayam,capcay,mi instan ,warteg,nasi telur,gorengan,nasigoreng,bakso,sate,roti,nasi_uduk,buah,sate,gorengan,nasipadang,bubur,mieayam,nasi_uduk,ayamgeprek,roti,mieayam,capcay,ayamgeprek,nasi_uduk,ayamgeprek,nasi_uduk,capcay,seblak,mieayam,bubur,nasipadang,soto,nasi_uduk,cireng,roti,bakso
cireng,mi instan ,bubur,nasi telur,soto,sate,roti,bakso,nasigoreng,ayamgeprek,buah,capcay,nasi_uduk,mieayam,nasipadang,seblak,buah,mieayam,mi instan ,soto,ayamgeprek,buah,salad,warteg,bubur,sate,salad,capcay,warteg,nasi telur,bakso,mieayam,buah,mi instan ,mi instan ,nasi telur,nasigoreng,nasi telur,cireng,salad,bakso,bubur,bakso,bubur,nasigoreng,salad,bakso,ayamgeprek,mieayam,sate,sate,sate,sate,capcay,gorengan,salad,gorengan,mieayam,ayamgeprek,bubur,mi instan ,roti
bubur,roti,roti,gorengan,ayamgeprek,nasi_uduk,mi instan ,nasi telur,bubur,roti,sate,nasigoreng,salad,mieayam,roti,seblak,nasipadang,nasipadang,capcay,nasigoreng,soto,bakso,nasi telur,salad,ayamgeprek,bubur,nasi telur,nasi_uduk,capcay,buah,bubur,ayamgeprek,ayamgeprek,mieayam,nasi telur,capcay,nasipadang,nasipadang,salad,roti,nasigoreng,mi instan ,bubur,mieayam,ayamgeprek,bubur,bubur,capcay,mieayam,soto,bubur,ayamgeprek,soto,roti,capcay,nasipadang,capcay,buah,cireng,mieayam,gorengan,bubur
warteg,sate,nasipadang,ayamgeprek,bakso,seblak,seblak,salad,bubur,mieayam,buah,buah,gorengan,nasi_uduk,cireng,bubur,gorengan,nasi telur,nasipadang,mi instan ,mi instan ,warteg,nasipadang,buah,sate,nasipadang,ayamgeprek,nasi_uduk,buah,bakso,sate,cireng,bakso,warteg,salad,sate,cireng,gorengan,bubur,sate,mieayam,nasi telur,buah,nasi_uduk,bubur,bubur,nasigoreng,nasigoreng,nasi telur,nasipadang,nasi telur,gorengan,roti,nasi_uduk,soto,bubur,nasi_uduk,mieayam,bubur,nasi telur,sate,sate
mi instan ,bakso,nasigoreng,gorengan,mieayam,nasigoreng,sate,nasigoreng,nasipadang,cireng,sate,sate,gorengan,nasi telur,gorengan,cireng,bakso,capcay,gorengan,nasi telur,bubur,mi instan ,gorengan,nasigoreng,sate,cireng,buah,ayamgeprek,nasigoreng,capcay,bakso,salad,soto,nasi_uduk,bubur,mieayam,gorengan,nasi telur,nasigoreng,seblak,ayamgeprek,warteg,mieayam,nasipadang,bakso,capcay,gorengan,roti,bubur,seblak,ayamgeprek,bubur,soto,nasi_uduk,nasipadang,sate,soto,nasi_uduk,gorengan,warteg,capcay,warteg
bubur,warteg,nasi telur,bakso,nasi_uduk,cireng,nasipadang,warteg,salad,gorengan,roti,salad,nasi telur,buah,gorengan,salad,bakso,cireng,nasigoreng,mi instan ,roti,buah,nasipadang,roti,roti,bubur,nasigoreng,roti,sate,mieayam,nasigoreng,mi instan ,roti,nasipadang,warteg,seblak,ayamgeprek,capcay,salad,bakso,roti,cireng,warteg,nasigoreng,nasipadang,cireng,capcay,warteg,salad,mi instan ,sate,buah,capcay,nasi telur,nasi telur,capcay,mieayam,bubur,seblak,ayamgeprek,capcay,warteg
buah,nasi telur,cireng,salad,nasigoreng,salad,warteg,nasipadang,capcay,sate,cireng,mi instan ,seblak,roti,bakso,seblak,warteg,nasi_uduk,bubur,seblak,mieayam,gorengan,bakso,bubur,warteg,ayamgeprek,sate,roti,cireng,gorengan,seblak,salad,gorengan,mi instan ,buah,mi instan ,mi instan ,mi instan ,warteg,bakso,gorengan,sate,warteg,nasipadang,seblak,nasipadang,buah,nasi_uduk,sate,soto,buah,mi instan ,salad,ayamgeprek,nasi telur,sate,mi instan ,mi instan ,roti,sate,sate,nasi telur
soto,mieayam,nasigoreng,nasigoreng,bakso,gorengan,nasi_uduk,soto,salad,roti,sate,nasi_uduk,ayamgeprek,capcay,cireng,nasi_uduk,salad,ayamgeprek,gorengan,cireng,roti,mi instan ,buah,salad,warteg,nasi_uduk,ayamgeprek,nasi telur,capcay,capcay,sate,nasigoreng,nasi_uduk,warteg,nasigoreng,bubur,capcay,sate,buah,capcay,seblak,nasipadang,buah,seblak,nasigoreng,mi instan ,nasipadang,nasigoreng,roti,mieayam,mieayam,capcay,mieayam,gorengan,ayamgeprek,warteg,ayamgeprek,buah,cireng,nasi telur,nasi_uduk,bubur
gorengan,mi instan ,roti,nasi_uduk,buah,soto,nasi telur,seblak,capcay,ayamgeprek,nasi_uduk,nasi telur,cireng,nasi_uduk,nasipadang,bubur,ayamgeprek,roti,soto,ayamgeprek,mi instan ,gorengan,nasi telur,mi instan ,bakso,nasigoreng,soto,capcay,mi instan ,bubur,nasipadang,salad,soto,nasi_uduk,bubur,roti,bakso,soto,nasi telur,mieayam,salad,ayamgeprek,salad,warteg,buah,bakso,cireng,warteg,gorengan,mi instan ,mieayam,nasi_uduk,buah,soto,mieayam,nasigoreng,roti,salad,warteg,salad,bakso,seblak
nasi telur,ayamgeprek,ayamgeprek,bakso,nasipadang,bakso,gorengan,nasigoreng,gorengan,mi instan ,nasipadang,soto,warteg,ayamgeprek,soto,nasi_uduk,salad,mieayam,ayamgeprek,nasigoreng,warteg,warteg,gorengan,buah,mieayam,nasi telur,warteg,mi instan ,mi instan ,sate,ayamgeprek,nasi telur,bubur,salad,sate,ayamgeprek,mi instan ,seblak,ayamgeprek,warteg,gorengan,ayamgeprek,capcay,buah,mieayam,ayamgeprek,bakso,mieayam,nasi telur,gorengan,seblak,ayamgeprek,capcay,ayamgeprek,nasigoreng,bakso,salad,salad,soto,buah,soto,mieayam
seblak,soto,mi instan ,cireng,gorengan,gorengan,soto,bubur,capcay,mi instan ,bakso,cireng,mieayam,soto,buah,buah,ayamgeprek,nasipadang,soto,bakso,nasigoreng,mi instan ,ayamgeprek,bubur,nasigoreng,gorengan,warteg,cireng,gorengan,cireng,ayamgeprek,nasigoreng,bakso,warteg,nasi telur,seblak,nasigoreng,cireng,soto,sate,nasigoreng,cireng,bubur,bakso,soto,salad,mieayam,mi instan ,bakso,mieayam,mieayam,warteg,capcay,nasigoreng,mieayam,mieayam,soto,bubur,nasigoreng,bubur,bubur,cireng
buah,nasigoreng,salad,nasigoreng,sate,seblak,nasi_uduk,bubur,mi instan ,ayamgeprek,ayamgeprek,nasigoreng,bubur,nasi_uduk,ayamgeprek,capcay,seblak,mi instan ,mieayam,nasipadang,nasigoreng,roti,buah,capcay,mi instan ,cireng,seblak,salad,mieayam,nasi_uduk,nasipadang,mi instan ,nasi_uduk,capcay,nasigoreng,cireng,soto,cireng,seblak,ayamgeprek,nasi telur,buah,salad,seblak,bakso,warteg,warteg,mieayam,soto,seblak,nasi telur,roti,roti,mi instan ,seblak,sate,bakso,bakso,bakso,seblak,roti,mi instan 
sate,nasigoreng,buah,capcay,gorengan,cireng,nasi_uduk,capcay,roti,seblak,gorengan,bakso,bubur,sate,soto,nasipadang,nasigoreng,sate,mieayam,buah,sate,soto,roti,gorengan,nasipadang,cireng,bubur,mi instan ,sate,capcay,nasi telur,nasipadang,bubur,nasipadang,roti,roti,soto,mieayam,mi instan ,mieayam,mi instan ,nasi telur,roti,bubur,warteg,nasigoreng,bubur,nasi telur,soto,cireng,cireng,nasi telur,mi instan ,nasigoreng,nasipadang,mieayam,buah,soto,ayamgeprek,sate,warteg,bubur
sate,nasi_uduk,bubur,bakso,ayamgeprek,nasigoreng,nasi telur,bakso,mi instan ,soto,buah,seblak,roti,mieayam,gorengan,gorengan,nasi telur,seblak,mieayam,nasi_uduk,seblak,soto,capcay,cireng,nasipadang,bakso,mi instan ,nasigoreng,soto,sate,sate,sate,salad,nasi_uduk,capcay,mieayam,nasipadang,nasigoreng,nasi telur,warteg,salad,sate,ayamgeprek,gorengan,seblak,soto,soto,capcay,salad,warteg,gorengan,nasipadang,nasi telur,nasipadang,gorengan,mieayam,mieayam,seblak,ayamgeprek,salad,ayamgeprek,gorengan
mi instan ,bakso,mieayam,salad,mi instan ,mieayam,gorengan,capcay,seblak,nasi telur,bubur,capcay,warteg,soto,nasi_uduk,soto,nasigoreng,gorengan,bubur,mi instan ,warteg,warteg,salad,nasi_uduk,ayamgeprek,seblak,soto,ayamgeprek,bakso,nasi_uduk,nasi_uduk,buah,seblak,nasi_uduk,nasigoreng,buah,nasipadang,soto,mi instan ,mi instan ,nasi telur,nasi telur,nasi_uduk,bubur,roti,cireng,buah,soto,bakso,nasi_uduk,nasipadang,mi instan ,sate,soto,capcay,capcay,gorengan,buah,warteg,seblak,gorengan,mieayam
nasigoreng,buah,seblak,capcay,sate,mi instan ,bakso,salad,bakso,warteg,nasipadang,nasi_uduk,nasipadang,soto,mieayam,seblak,bakso,cireng,gorengan,bubur,bakso,salad,salad,salad,nasigoreng,capcay,seblak,bubur,soto,nasi telur,sate,seblak,warteg,ayamgeprek,salad,cireng,buah,gorengan,seblak,capcay,seblak,soto,sate,gorengan,nasi_uduk,soto,mi instan ,ayamgeprek,buah,gorengan,bakso,seblak,seblak,nasi telur,bubur,warteg,warteg,capcay,capcay,nasigoreng,bakso,bakso
bakso,bubur,nasigoreng,nasipadang,gorengan,mieayam,nasi telur,soto,mieayam,salad,seblak,cireng,warteg,sate,roti,nasi telur,nasigoreng,warteg,buah,bubur,nasi telur,cireng,buah,roti,mieayam,seblak,soto,mieayam,nasipadang,warteg,nasi telur,capcay,salad,buah,nasi_uduk,seblak,mieayam,bubur,nasipadang,nasi_uduk,roti,mieayam,bubur,bubur,nasipadang,mieayam,ayamgeprek,warteg,soto,salad,mieayam,bakso,warteg,nasi_uduk,soto,seblak,nasipadang,gorengan,nasi_uduk,cireng,salad,nasipadang
seblak,mi instan ,nasi telur,soto,buah,mi instan ,nasigoreng,capcay,buah,ayamgeprek,mieayam,sate,salad,seblak,mieayam,roti,soto,seblak,sate,bakso,nasi telur,nasipadang,nasigoreng,gorengan,soto,salad,nasigoreng,bubur,buah,mieayam,warteg,bubur,sate,capcay,warteg,buah,seblak,sate,cireng,capcay,soto,ayamgeprek,roti,salad,nasigoreng,soto,salad,roti,roti,bubur,ayamgeprek,bubur,bubur,warteg,mieayam,buah,bubur,seblak,gorengan,nasipadang,buah,seblak
